Roll No,Course Code,Slot,Inst name
12342020,MEL231,D12 ,Dr. Anshul Faye
12342020,LAL100,E2 ,Dr. Sruthi Vinayan
12342020,EEL201,A ,Dr. Nitin Khanna
12342030,LAL100,E2 ,Dr. Sruthi Vinayan
12342030,DSL201,D ,Dr. Anil Kumar Sao
12342050,CSP203,A1 ,Dr. Vishwesh Jatala
12342050,LAL100,E2 ,Dr. Sruthi Vinayan
12342060,LAL100,E2 ,Dr. Sruthi Vinayan
12342060,DSL201,D ,Dr. Anil Kumar Sao
12342070,MML204,B ,"Dr. Nithin B,  Dr. Purnendu Das"
12342070,LAL100,E2 ,Dr. Sruthi Vinayan
12342070,LAN102,G2 ,Dr. Anubhav Pradhan
12342070,MEL231,D12 ,Dr. Anshul Faye
12342080,LAL100,E2 ,Dr. Sruthi Vinayan
12342080,CSP203,A1 ,Dr. Vishwesh Jatala
12342090,CSP203,A1 ,Dr. Vishwesh Jatala
12342090,LAL100,E2 ,Dr. Sruthi Vinayan
12342100,CSP203,A1 ,Dr. Vishwesh Jatala
12342100,LAL100,E2 ,Dr. Sruthi Vinayan
12342110,EEL201,A ,Dr. Nitin Khanna
12342110,EEL203,B12 ,Dr. Manish Pandey
12342110,LAL100,E2 ,Dr. Sruthi Vinayan
12342130,EEL201,A ,Dr. Nitin Khanna
12342130,EEL203,B12 ,Dr. Manish Pandey
12342130,LAL100,E2 ,Dr. Sruthi Vinayan
12342140,EEL201,A ,Dr. Nitin Khanna
12342140,MEL231,D12 ,Dr. Anshul Faye
12342140,LAL100,E2 ,Dr. Sruthi Vinayan
12342150,MEL231,D12 ,Dr. Anshul Faye
12342150,EEL201,A ,Dr. Nitin Khanna
12342150,LAL100,E2 ,Dr. Sruthi Vinayan
12342160,EEL201,A ,Dr. Nitin Khanna
12342160,MEL231,D12 ,Dr. Anshul Faye
12342160,LAL100,E2 ,Dr. Sruthi Vinayan
12342170,CSP203,A1 ,Dr. Vishwesh Jatala
12342170,LAL100,E2 ,Dr. Sruthi Vinayan
12342180,DSL201,D ,Dr. Anil Kumar Sao
12342180,LAL100,E2 ,Dr. Sruthi Vinayan
12342190,MEL231,D12 ,Dr. Anshul Faye
12342190,MML204,B ,"Dr. Nithin B,  Dr. Purnendu Das"
12342190,LAL100,E2 ,Dr. Sruthi Vinayan
12342200,EEL201,A ,Dr. Nitin Khanna
12342200,EEL203,B12 ,Dr. Manish Pandey
12342200,LAL100,E2 ,Dr. Sruthi Vinayan
12342210,LAL100,E2 ,Dr. Sruthi Vinayan
12342210,CSP203,A1 ,Dr. Vishwesh Jatala
12342220,EEL201,A ,Dr. Nitin Khanna
12342220,EEL203,B12 ,Dr. Manish Pandey
12342220,LAL100,E2 ,Dr. Sruthi Vinayan
12342230,LAL100,E2 ,Dr. Sruthi Vinayan
12342230,MEL231,D12 ,Dr. Anshul Faye
12342230,EEL201,A ,Dr. Nitin Khanna
12342240,MEL231,D12 ,Dr. Anshul Faye
12342240,EEL201,A ,Dr. Nitin Khanna
12342240,LAL100,E2 ,Dr. Sruthi Vinayan
12342250,MEL231,D12 ,Dr. Anshul Faye
12342250,LAL100,E2 ,Dr. Sruthi Vinayan
12342250,MML204,B ,"Dr. Nithin B,  Dr. Purnendu Das"
12342260,LAL100,E2 ,Dr. Sruthi Vinayan
12342260,DSL201,D ,Dr. Anil Kumar Sao
12342270,MML203,D ,"Dr. Sanjib Banerjee, Dr. Raghavender Medishetty"
12342270,MML204,B ,"Dr. Nithin B,  Dr. Purnendu Das"
12342270,MML205,I ,"Dr. Nithin B,  Dr. Yagnesh"
12342270,LAL100,E2 ,Dr. Sruthi Vinayan
12342270,MML202,C ,Dr. Yagnesh
12342270,MML201,A ,Dr. Ashutosh Kumar Singh
12342280,MML201,A ,Dr. Ashutosh Kumar Singh
12342280,MML202,C ,Dr. Yagnesh
12342280,MML203,D ,"Dr. Sanjib Banerjee, Dr. Raghavender Medishetty"
12342280,MML204,B ,"Dr. Nithin B,  Dr. Purnendu Das"
12342280,MML205,I ,"Dr. Nithin B,  Dr. Yagnesh"
12342280,LAL100,E2 ,Dr. Sruthi Vinayan
12342290,CSP203,A1 ,Dr. Vishwesh Jatala
12342290,LAL100,E2 ,Dr. Sruthi Vinayan
12342300,DSL201,D ,Dr. Anil Kumar Sao
12342300,LAL100,E2 ,Dr. Sruthi Vinayan
12342310,LAL100,E2 ,Dr. Sruthi Vinayan
12342310,CSP203,A1 ,Dr. Vishwesh Jatala
12342320,DSL201,D ,Dr. Anil Kumar Sao
12342320,LAL100,E2 ,Dr. Sruthi Vinayan
12342330,LAL100,E2 ,Dr. Sruthi Vinayan
12342330,DSL201,D ,Dr. Anil Kumar Sao
12342350,LAL100,E2 ,Dr. Sruthi Vinayan
12342350,EEL203,B12 ,Dr. Manish Pandey
12342350,EEL201,A ,Dr. Nitin Khanna
12342360,LAN102,G2 ,Dr. Anubhav Pradhan
12342360,LAL100,E2 ,Dr. Sruthi Vinayan
12342360,EEL203,B12 ,Dr. Manish Pandey
12342360,EEL201,A ,Dr. Nitin Khanna
12342370,LAN102,G2 ,Dr. Anubhav Pradhan
12342370,CSP203,A1 ,Dr. Vishwesh Jatala
12342370,LAL100,E2 ,Dr. Sruthi Vinayan
12342380,MML204,B ,"Dr. Nithin B,  Dr. Purnendu Das"
12342380,LAL100,E2 ,Dr. Sruthi Vinayan
12342380,MEL231,D12 ,Dr. Anshul Faye
12342390,LAL100,E2 ,Dr. Sruthi Vinayan
12342390,CSP203,A1 ,Dr. Vishwesh Jatala
12342400,EEL203,B12 ,Dr. Manish Pandey
12342400,LAL100,E2 ,Dr. Sruthi Vinayan
12342400,EEL201,A ,Dr. Nitin Khanna
12342410,MML204,B ,"Dr. Nithin B,  Dr. Purnendu Das"
12342410,MEL231,D12 ,Dr. Anshul Faye
12342410,LAL100,E2 ,Dr. Sruthi Vinayan
12342420,CSP203,A1 ,Dr. Vishwesh Jatala
12342420,LAL100,E2 ,Dr. Sruthi Vinayan
12342510,CYL600,A ,Dr. Ganapathy D
12342510,CYL604,G ,Dr. Katchala Nanaji
12342510,CYL509,H ,Dr. MD. Mehboob Alam
12342520,CYL600,A ,Dr. Ganapathy D
12342520,CYL509,H ,Dr. MD. Mehboob Alam
12342520,CYL604,G ,Dr. Katchala Nanaji
12342530,MAL505,H ,"Dr. Souradyuti Paul, Dr. Vishwesh Jatala"
12342530,MAL512,"K12,X ",Dr. Pawan Kumar Mishra
12342530,MAL511,L ,Dr. Raj Kumar Mistri
12342550,MAL505,H ,"Dr. Souradyuti Paul, Dr. Vishwesh Jatala"
12342550,MAL511,L ,Dr. Raj Kumar Mistri
12342550,MAL512,"K12,X ",Dr. Pawan Kumar Mishra
12342570,MAL505,H ,"Dr. Souradyuti Paul, Dr. Vishwesh Jatala"
12342570,MAL511,L ,Dr. Raj Kumar Mistri
12342590,MAL505,H ,"Dr. Souradyuti Paul, Dr. Vishwesh Jatala"
12342590,MAL511,L ,Dr. Raj Kumar Mistri
12342600,MAL505,H ,"Dr. Souradyuti Paul, Dr. Vishwesh Jatala"
12342600,MAL511,L ,Dr. Raj Kumar Mistri
12342600,MAL512,"K12,X ",Dr. Pawan Kumar Mishra
12342610,CYL600,A ,Dr. Ganapathy D
12342610,CYL509,H ,Dr. MD. Mehboob Alam
12342610,CYL604,G ,Dr. Katchala Nanaji
12342620,MAL511,L ,Dr. Raj Kumar Mistri
12342620,MAL512,"K12,X ",Dr. Pawan Kumar Mishra
12342620,MAL505,H ,"Dr. Souradyuti Paul, Dr. Vishwesh Jatala"
12342630,CYL600,A ,Dr. Ganapathy D
12342630,CYL509,H ,Dr. MD. Mehboob Alam
12342630,CYL604,G ,Dr. Katchala Nanaji
12342640,MAL505,H ,"Dr. Souradyuti Paul, Dr. Vishwesh Jatala"
12342640,MAL512,"K12,X ",Dr. Pawan Kumar Mishra
12342640,MAL511,L ,Dr. Raj Kumar Mistri
12342650,MAL511,L ,Dr. Raj Kumar Mistri
12342650,MAL505,H ,"Dr. Souradyuti Paul, Dr. Vishwesh Jatala"
12342650,MAL512,"K12,X ",Dr. Pawan Kumar Mishra
12342690,CYL600,A ,Dr. Ganapathy D
12342690,CYL604,G ,Dr. Katchala Nanaji
12342690,CYL509,H ,Dr. MD. Mehboob Alam
12342700,MAL505,H ,"Dr. Souradyuti Paul, Dr. Vishwesh Jatala"
12342700,MAL512,"K12,X ",Dr. Pawan Kumar Mishra
12342700,MAL511,L ,Dr. Raj Kumar Mistri
12342730,CYL600,A ,Dr. Ganapathy D
12342730,CYL509,H ,Dr. MD. Mehboob Alam
12342730,CYL604,G ,Dr. Katchala Nanaji
12342740,CYL600,A ,Dr. Ganapathy D
12342740,CYL509,H ,Dr. MD. Mehboob Alam
12342740,CYL604,G ,Dr. Katchala Nanaji
12342750,CYL600,A ,Dr. Ganapathy D
12342750,CYL509,H ,Dr. MD. Mehboob Alam
12342750,CYL604,G ,Dr. Katchala Nanaji
12342760,CYL604,G ,Dr. Katchala Nanaji
12342760,CYL509,H ,Dr. MD. Mehboob Alam
12342760,CYL600,A ,Dr. Ganapathy D
12342780,CYL600,A ,Dr. Ganapathy D
12342780,CYL509,H ,Dr. MD. Mehboob Alam
12342780,CYL604,G ,Dr. Katchala Nanaji
12342790,CYL600,A ,Dr. Ganapathy D
12342790,CYL509,H ,Dr. MD. Mehboob Alam
12342790,CYL604,G ,Dr. Katchala Nanaji
31900120,CSL606,"D12,A1 ","Dr. Amit Kumar Dhar, Dr. Barun Gorain"
31900120,CSL502,F ,Dr. Rishi Ranjan Singh
B24CS001,CYL100,"E1, X, F3 ","Dr. Arup Mukherjee (IC), Dr.  Suchetan Pal"
B24CS001,LAN102,G2 ,Dr. Anubhav Pradhan
B24CS001,PHL101,D ,"Dr. Mahavir Sharma* (1/3), Dr. Praveen Kumar (1/3) & Dr. Anjali Chaudhary (1/3)"
B24CS002,LAN102,G2 ,Dr. Anubhav Pradhan
B24CS002,PHL101,D ,"Dr. Mahavir Sharma* (1/3), Dr. Praveen Kumar (1/3) & Dr. Anjali Chaudhary (1/3)"
B24CS002,CYL100,"E1, X, F3 ","Dr. Arup Mukherjee (IC), Dr.  Suchetan Pal"
B24CS003,LAN102,G2 ,Dr. Anubhav Pradhan
B24CS003,PHL101,D ,"Dr. Mahavir Sharma* (1/3), Dr. Praveen Kumar (1/3) & Dr. Anjali Chaudhary (1/3)"
B24CS003,CYL100,"E1, X, F3 ","Dr. Arup Mukherjee (IC), Dr.  Suchetan Pal"
B24CS004,CYL100,"E1, X, F3 ","Dr. Arup Mukherjee (IC), Dr.  Suchetan Pal"
B24CS004,LAN102,G2 ,Dr. Anubhav Pradhan
B24CS004,PHL101,D ,"Dr. Mahavir Sharma* (1/3), Dr. Praveen Kumar (1/3) & Dr. Anjali Chaudhary (1/3)"
B24CS005,CYL100,"E1, X, F3 ","Dr. Arup Mukherjee (IC), Dr.  Suchetan Pal"
B24CS005,LAN102,G2 ,Dr. Anubhav Pradhan
B24CS005,PHL101,D ,"Dr. Mahavir Sharma* (1/3), Dr. Praveen Kumar (1/3) & Dr. Anjali Chaudhary (1/3)"
B24CS006,CYL100,"E1, X, F3 ","Dr. Arup Mukherjee (IC), Dr.  Suchetan Pal"
B24CS006,LAN102,G2 ,Dr. Anubhav Pradhan
B24CS006,PHL101,D ,"Dr. Mahavir Sharma* (1/3), Dr. Praveen Kumar (1/3) & Dr. Anjali Chaudhary (1/3)"
B24CS007,LAN102,G2 ,Dr. Anubhav Pradhan
B24CS007,PHL101,D ,"Dr. Mahavir Sharma* (1/3), Dr. Praveen Kumar (1/3) & Dr. Anjali Chaudhary (1/3)"
B24CS007,CYL100,"E1, X, F3 ","Dr. Arup Mukherjee (IC), Dr.  Suchetan Pal"
B24CS008,CYL100,"E1, X, F3 ","Dr. Arup Mukherjee (IC), Dr.  Suchetan Pal"
B24CS008,LAN102,G2 ,Dr. Anubhav Pradhan
B24CS008,PHL101,D ,"Dr. Mahavir Sharma* (1/3), Dr. Praveen Kumar (1/3) & Dr. Anjali Chaudhary (1/3)"
B24CS009,LAN102,G2 ,Dr. Anubhav Pradhan
B24CS009,PHL101,D ,"Dr. Mahavir Sharma* (1/3), Dr. Praveen Kumar (1/3) & Dr. Anjali Chaudhary (1/3)"
B24CS009,CYL100,"E1, X, F3 ","Dr. Arup Mukherjee (IC), Dr.  Suchetan Pal"
B24CS010,CYL100,"E1, X, F3 ","Dr. Arup Mukherjee (IC), Dr.  Suchetan Pal"
B24CS010,LAN102,G2 ,Dr. Anubhav Pradhan
B24CS010,PHL101,D ,"Dr. Mahavir Sharma* (1/3), Dr. Praveen Kumar (1/3) & Dr. Anjali Chaudhary (1/3)"
B24CS011,CYL100,"E1, X, F3 ","Dr. Arup Mukherjee (IC), Dr.  Suchetan Pal"
B24CS011,LAN102,G2 ,Dr. Anubhav Pradhan
B24CS011,PHL101,D ,"Dr. Mahavir Sharma* (1/3), Dr. Praveen Kumar (1/3) & Dr. Anjali Chaudhary (1/3)"
B24CS012,CYL100,"E1, X, F3 ","Dr. Arup Mukherjee (IC), Dr.  Suchetan Pal"
B24CS012,LAN102,G2 ,Dr. Anubhav Pradhan
B24CS012,PHL101,D ,"Dr. Mahavir Sharma* (1/3), Dr. Praveen Kumar (1/3) & Dr. Anjali Chaudhary (1/3)"
B24CS013,PHL101,D ,"Dr. Mahavir Sharma* (1/3), Dr. Praveen Kumar (1/3) & Dr. Anjali Chaudhary (1/3)"
B24CS013,LAN102,G2 ,Dr. Anubhav Pradhan
B24CS013,CYL100,"E1, X, F3 ","Dr. Arup Mukherjee (IC), Dr.  Suchetan Pal"
B24CS014,CYL100,"E1, X, F3 ","Dr. Arup Mukherjee (IC), Dr.  Suchetan Pal"
B24CS014,LAN102,G2 ,Dr. Anubhav Pradhan
B24CS014,PHL101,D ,"Dr. Mahavir Sharma* (1/3), Dr. Praveen Kumar (1/3) & Dr. Anjali Chaudhary (1/3)"
B24CS015,CYL100,"E1, X, F3 ","Dr. Arup Mukherjee (IC), Dr.  Suchetan Pal"
B24CS015,LAN102,G2 ,Dr. Anubhav Pradhan
B24CS015,PHL101,D ,"Dr. Mahavir Sharma* (1/3), Dr. Praveen Kumar (1/3) & Dr. Anjali Chaudhary (1/3)"
B24CS016,CYL100,"E1, X, F3 ","Dr. Arup Mukherjee (IC), Dr.  Suchetan Pal"
B24CS016,LAN102,G2 ,Dr. Anubhav Pradhan
B24CS016,PHL101,D ,"Dr. Mahavir Sharma* (1/3), Dr. Praveen Kumar (1/3) & Dr. Anjali Chaudhary (1/3)"
B24CS017,PHL101,D ,"Dr. Mahavir Sharma* (1/3), Dr. Praveen Kumar (1/3) & Dr. Anjali Chaudhary (1/3)"
B24CS017,LAN102,G2 ,Dr. Anubhav Pradhan
B24CS017,CYL100,"E1, X, F3 ","Dr. Arup Mukherjee (IC), Dr.  Suchetan Pal"
B24CS018,CYL100,"E1, X, F3 ","Dr. Arup Mukherjee (IC), Dr.  Suchetan Pal"
B24CS018,LAN102,G2 ,Dr. Anubhav Pradhan
B24CS018,PHL101,D ,"Dr. Mahavir Sharma* (1/3), Dr. Praveen Kumar (1/3) & Dr. Anjali Chaudhary (1/3)"
B24CS019,CYL100,"E1, X, F3 ","Dr. Arup Mukherjee (IC), Dr.  Suchetan Pal"
B24CS019,LAN102,G2 ,Dr. Anubhav Pradhan
B24CS019,PHL101,D ,"Dr. Mahavir Sharma* (1/3), Dr. Praveen Kumar (1/3) & Dr. Anjali Chaudhary (1/3)"
B24CS020,CYL100,"E1, X, F3 ","Dr. Arup Mukherjee (IC), Dr.  Suchetan Pal"
B24CS020,LAN102,G2 ,Dr. Anubhav Pradhan
B24CS020,PHL101,D ,"Dr. Mahavir Sharma* (1/3), Dr. Praveen Kumar (1/3) & Dr. Anjali Chaudhary (1/3)"
B24CS021,CYL100,"E1, X, F3 ","Dr. Arup Mukherjee (IC), Dr.  Suchetan Pal"
B24CS021,LAN102,G2 ,Dr. Anubhav Pradhan
B24CS021,PHL101,D ,"Dr. Mahavir Sharma* (1/3), Dr. Praveen Kumar (1/3) & Dr. Anjali Chaudhary (1/3)"
B24CS022,LAN102,G2 ,Dr. Anubhav Pradhan
B24CS022,PHL101,D ,"Dr. Mahavir Sharma* (1/3), Dr. Praveen Kumar (1/3) & Dr. Anjali Chaudhary (1/3)"
B24CS022,CYL100,"E1, X, F3 ","Dr. Arup Mukherjee (IC), Dr.  Suchetan Pal"
B24CS024,CYL100,"E1, X, F3 ","Dr. Arup Mukherjee (IC), Dr.  Suchetan Pal"
B24CS024,LAN102,G2 ,Dr. Anubhav Pradhan
B24CS024,PHL101,D ,"Dr. Mahavir Sharma* (1/3), Dr. Praveen Kumar (1/3) & Dr. Anjali Chaudhary (1/3)"
B24CS025,LAN102,G2 ,Dr. Anubhav Pradhan
B24CS025,PHL101,D ,"Dr. Mahavir Sharma* (1/3), Dr. Praveen Kumar (1/3) & Dr. Anjali Chaudhary (1/3)"
B24CS025,CYL100,"E1, X, F3 ","Dr. Arup Mukherjee (IC), Dr.  Suchetan Pal"
B24CS026,CYL100,"E1, X, F3 ","Dr. Arup Mukherjee (IC), Dr.  Suchetan Pal"
B24CS026,LAN102,G2 ,Dr. Anubhav Pradhan
B24CS026,PHL101,D ,"Dr. Mahavir Sharma* (1/3), Dr. Praveen Kumar (1/3) & Dr. Anjali Chaudhary (1/3)"
B24CS027,CYL100,"E1, X, F3 ","Dr. Arup Mukherjee (IC), Dr.  Suchetan Pal"
B24CS027,LAN102,G2 ,Dr. Anubhav Pradhan
B24CS027,PHL101,D ,"Dr. Mahavir Sharma* (1/3), Dr. Praveen Kumar (1/3) & Dr. Anjali Chaudhary (1/3)"
B24CS028,CYL100,"E1, X, F3 ","Dr. Arup Mukherjee (IC), Dr.  Suchetan Pal"
B24CS028,LAN102,G2 ,Dr. Anubhav Pradhan
B24CS028,PHL101,D ,"Dr. Mahavir Sharma* (1/3), Dr. Praveen Kumar (1/3) & Dr. Anjali Chaudhary (1/3)"
B24CS029,CYL100,"E1, X, F3 ","Dr. Arup Mukherjee (IC), Dr.  Suchetan Pal"
B24CS029,LAN102,G2 ,Dr. Anubhav Pradhan
B24CS029,PHL101,D ,"Dr. Mahavir Sharma* (1/3), Dr. Praveen Kumar (1/3) & Dr. Anjali Chaudhary (1/3)"
B24CS030,LAN102,G2 ,Dr. Anubhav Pradhan
B24CS030,PHL101,D ,"Dr. Mahavir Sharma* (1/3), Dr. Praveen Kumar (1/3) & Dr. Anjali Chaudhary (1/3)"
B24CS030,CYL100,"E1, X, F3 ","Dr. Arup Mukherjee (IC), Dr.  Suchetan Pal"
B24CS031,PHL101,D ,"Dr. Mahavir Sharma* (1/3), Dr. Praveen Kumar (1/3) & Dr. Anjali Chaudhary (1/3)"
B24CS031,LAN102,G2 ,Dr. Anubhav Pradhan
B24CS031,CYL100,"E1, X, F3 ","Dr. Arup Mukherjee (IC), Dr.  Suchetan Pal"
B24CS032,CYL100,"E1, X, F3 ","Dr. Arup Mukherjee (IC), Dr.  Suchetan Pal"
B24CS032,LAN102,G2 ,Dr. Anubhav Pradhan
B24CS032,PHL101,D ,"Dr. Mahavir Sharma* (1/3), Dr. Praveen Kumar (1/3) & Dr. Anjali Chaudhary (1/3)"
B24CS033,CYL100,"E1, X, F3 ","Dr. Arup Mukherjee (IC), Dr.  Suchetan Pal"
B24CS033,LAN102,G2 ,Dr. Anubhav Pradhan
B24CS033,PHL101,D ,"Dr. Mahavir Sharma* (1/3), Dr. Praveen Kumar (1/3) & Dr. Anjali Chaudhary (1/3)"
B24CS034,LAN102,G2 ,Dr. Anubhav Pradhan
B24CS034,PHL101,D ,"Dr. Mahavir Sharma* (1/3), Dr. Praveen Kumar (1/3) & Dr. Anjali Chaudhary (1/3)"
B24CS034,CYL100,"E1, X, F3 ","Dr. Arup Mukherjee (IC), Dr.  Suchetan Pal"
B24CS035,CYL100,"E1, X, F3 ","Dr. Arup Mukherjee (IC), Dr.  Suchetan Pal"
B24CS035,LAN102,G2 ,Dr. Anubhav Pradhan
B24CS035,PHL101,D ,"Dr. Mahavir Sharma* (1/3), Dr. Praveen Kumar (1/3) & Dr. Anjali Chaudhary (1/3)"
B24CS036,LAN102,G2 ,Dr. Anubhav Pradhan
B24CS036,CYL100,"E1, X, F3 ","Dr. Arup Mukherjee (IC), Dr.  Suchetan Pal"
B24CS036,PHL101,D ,"Dr. Mahavir Sharma* (1/3), Dr. Praveen Kumar (1/3) & Dr. Anjali Chaudhary (1/3)"
B24CS037,CYL100,"E1, X, F3 ","Dr. Arup Mukherjee (IC), Dr.  Suchetan Pal"
B24CS037,LAN102,G2 ,Dr. Anubhav Pradhan
B24CS037,PHL101,D ,"Dr. Mahavir Sharma* (1/3), Dr. Praveen Kumar (1/3) & Dr. Anjali Chaudhary (1/3)"
B24CS038,CYL100,"E1, X, F3 ","Dr. Arup Mukherjee (IC), Dr.  Suchetan Pal"
B24CS038,LAN102,G2 ,Dr. Anubhav Pradhan
B24CS038,PHL101,D ,"Dr. Mahavir Sharma* (1/3), Dr. Praveen Kumar (1/3) & Dr. Anjali Chaudhary (1/3)"
B24CS039,LAN102,G2 ,Dr. Anubhav Pradhan
B24CS039,PHL101,D ,"Dr. Mahavir Sharma* (1/3), Dr. Praveen Kumar (1/3) & Dr. Anjali Chaudhary (1/3)"
B24CS039,CYL100,"E1, X, F3 ","Dr. Arup Mukherjee (IC), Dr.  Suchetan Pal"
B24CS040,CYL100,"E1, X, F3 ","Dr. Arup Mukherjee (IC), Dr.  Suchetan Pal"
B24CS040,LAN102,G2 ,Dr. Anubhav Pradhan
B24CS040,PHL101,D ,"Dr. Mahavir Sharma* (1/3), Dr. Praveen Kumar (1/3) & Dr. Anjali Chaudhary (1/3)"
B24CS041,CYL100,"E1, X, F3 ","Dr. Arup Mukherjee (IC), Dr.  Suchetan Pal"
B24CS041,LAN102,G2 ,Dr. Anubhav Pradhan
B24CS041,PHL101,D ,"Dr. Mahavir Sharma* (1/3), Dr. Praveen Kumar (1/3) & Dr. Anjali Chaudhary (1/3)"
B24CS042,LAN102,G2 ,Dr. Anubhav Pradhan
B24CS042,PHL101,D ,"Dr. Mahavir Sharma* (1/3), Dr. Praveen Kumar (1/3) & Dr. Anjali Chaudhary (1/3)"
B24CS042,CYL100,"E1, X, F3 ","Dr. Arup Mukherjee (IC), Dr.  Suchetan Pal"
B24CS043,CYL100,"E1, X, F3 ","Dr. Arup Mukherjee (IC), Dr.  Suchetan Pal"
B24CS043,LAN102,G2 ,Dr. Anubhav Pradhan
B24CS043,PHL101,D ,"Dr. Mahavir Sharma* (1/3), Dr. Praveen Kumar (1/3) & Dr. Anjali Chaudhary (1/3)"
B24CS044,CYL100,"E1, X, F3 ","Dr. Arup Mukherjee (IC), Dr.  Suchetan Pal"
B24CS044,LAN102,G2 ,Dr. Anubhav Pradhan
B24CS044,PHL101,D ,"Dr. Mahavir Sharma* (1/3), Dr. Praveen Kumar (1/3) & Dr. Anjali Chaudhary (1/3)"
B24CS045,LAN102,G2 ,Dr. Anubhav Pradhan
B24CS045,PHL101,D ,"Dr. Mahavir Sharma* (1/3), Dr. Praveen Kumar (1/3) & Dr. Anjali Chaudhary (1/3)"
B24CS045,CYL100,"E1, X, F3 ","Dr. Arup Mukherjee (IC), Dr.  Suchetan Pal"
B24CS046,CYL100,"E1, X, F3 ","Dr. Arup Mukherjee (IC), Dr.  Suchetan Pal"
B24CS046,LAN102,G2 ,Dr. Anubhav Pradhan
B24CS046,PHL101,D ,"Dr. Mahavir Sharma* (1/3), Dr. Praveen Kumar (1/3) & Dr. Anjali Chaudhary (1/3)"
B24CS047,LAN102,G2 ,Dr. Anubhav Pradhan
B24CS047,PHL101,D ,"Dr. Mahavir Sharma* (1/3), Dr. Praveen Kumar (1/3) & Dr. Anjali Chaudhary (1/3)"
B24CS047,CYL100,"E1, X, F3 ","Dr. Arup Mukherjee (IC), Dr.  Suchetan Pal"
B24CS048,LAN102,G2 ,Dr. Anubhav Pradhan
B24CS048,PHL101,D ,"Dr. Mahavir Sharma* (1/3), Dr. Praveen Kumar (1/3) & Dr. Anjali Chaudhary (1/3)"
B24CS048,CYL100,"E1, X, F3 ","Dr. Arup Mukherjee (IC), Dr.  Suchetan Pal"
B24CS049,LAN102,G2 ,Dr. Anubhav Pradhan
B24CS049,PHL101,D ,"Dr. Mahavir Sharma* (1/3), Dr. Praveen Kumar (1/3) & Dr. Anjali Chaudhary (1/3)"
B24CS049,CYL100,"E1, X, F3 ","Dr. Arup Mukherjee (IC), Dr.  Suchetan Pal"
B24CS050,CYL100,"E1, X, F3 ","Dr. Arup Mukherjee (IC), Dr.  Suchetan Pal"
B24CS050,LAN102,G2 ,Dr. Anubhav Pradhan
B24CS050,PHL101,D ,"Dr. Mahavir Sharma* (1/3), Dr. Praveen Kumar (1/3) & Dr. Anjali Chaudhary (1/3)"
B24CS051,LAN102,G2 ,Dr. Anubhav Pradhan
B24CS051,PHL101,D ,"Dr. Mahavir Sharma* (1/3), Dr. Praveen Kumar (1/3) & Dr. Anjali Chaudhary (1/3)"
B24CS051,CYL100,"E1, X, F3 ","Dr. Arup Mukherjee (IC), Dr.  Suchetan Pal"
B24CS052,PHL101,D ,"Dr. Mahavir Sharma* (1/3), Dr. Praveen Kumar (1/3) & Dr. Anjali Chaudhary (1/3)"
B24CS052,LAN102,G2 ,Dr. Anubhav Pradhan
B24CS052,CYL100,"E1, X, F3 ","Dr. Arup Mukherjee (IC), Dr.  Suchetan Pal"
B24CS053,CYL100,"E1, X, F3 ","Dr. Arup Mukherjee (IC), Dr.  Suchetan Pal"
B24CS053,LAN102,G2 ,Dr. Anubhav Pradhan
B24CS053,PHL101,D ,"Dr. Mahavir Sharma* (1/3), Dr. Praveen Kumar (1/3) & Dr. Anjali Chaudhary (1/3)"
B24CS054,CYL100,"E1, X, F3 ","Dr. Arup Mukherjee (IC), Dr.  Suchetan Pal"
B24CS054,LAN102,G2 ,Dr. Anubhav Pradhan
B24CS054,PHL101,D ,"Dr. Mahavir Sharma* (1/3), Dr. Praveen Kumar (1/3) & Dr. Anjali Chaudhary (1/3)"
B24DS001,CYL100,"E1, X, F3 ","Dr. Arup Mukherjee (IC), Dr.  Suchetan Pal"
B24DS001,LAN102,G2 ,Dr. Anubhav Pradhan
B24DS001,PHL101,D ,"Dr. Mahavir Sharma* (1/3), Dr. Praveen Kumar (1/3) & Dr. Anjali Chaudhary (1/3)"
B24DS002,LAN102,G2 ,Dr. Anubhav Pradhan
B24DS002,PHL101,D ,"Dr. Mahavir Sharma* (1/3), Dr. Praveen Kumar (1/3) & Dr. Anjali Chaudhary (1/3)"
B24DS002,CYL100,"E1, X, F3 ","Dr. Arup Mukherjee (IC), Dr.  Suchetan Pal"
B24DS003,LAN102,G2 ,Dr. Anubhav Pradhan
B24DS003,PHL101,D ,"Dr. Mahavir Sharma* (1/3), Dr. Praveen Kumar (1/3) & Dr. Anjali Chaudhary (1/3)"
B24DS003,CYL100,"E1, X, F3 ","Dr. Arup Mukherjee (IC), Dr.  Suchetan Pal"
B24DS004,LAN102,G2 ,Dr. Anubhav Pradhan
B24DS004,PHL101,D ,"Dr. Mahavir Sharma* (1/3), Dr. Praveen Kumar (1/3) & Dr. Anjali Chaudhary (1/3)"
B24DS004,CYL100,"E1, X, F3 ","Dr. Arup Mukherjee (IC), Dr.  Suchetan Pal"
B24DS005,CYL100,"E1, X, F3 ","Dr. Arup Mukherjee (IC), Dr.  Suchetan Pal"
B24DS005,LAN102,G2 ,Dr. Anubhav Pradhan
B24DS005,PHL101,D ,"Dr. Mahavir Sharma* (1/3), Dr. Praveen Kumar (1/3) & Dr. Anjali Chaudhary (1/3)"
